"","buying","maint","doors","persons","lug_boot","safety","class"
"3631","high","vhigh","3","2","big","low","unacc"
"3632","med","vhigh","2","4","big","med","acc"
"3633","high","low","4","more","small","med","unacc"
"3634","vhigh","med","5more","4","small","low","unacc"
"3635","med","high","4","4","med","high","unacc"
"3636","high","vhigh","5more","more","med","high","unacc"
"3637","low","low","4","2","big","low","unacc"
"3638","vhigh","low","3","more","big","low","unacc"
"3639","med","high","3","more","small","high","acc"
"3640","low","low","5more","4","med","med","good"
"3641","high","high","2","4","small","med","unacc"
"3642","high","high","4","4","small","high","acc"
"3643","low","med","5more","more","small","high","good"
"3644","vhigh","high","2","more","small","med","unacc"
"3645","vhigh","med","3","more","med","low","unacc"
"3646","vhigh","high","4","4","big","med","unacc"
"3647","low","low","3","more","big","med","good"
"3648","high","low","5more","4","big","low","unacc"
"3649","low","low","5more","2","small","med","unacc"
"3650","high","med","3","more","small","low","unacc"
"3651","vhigh","low","2","4","small","high","unacc"
"3652","high","low","4","more","big","high","acc"
"3653","low","high","5more","4","med","high","vgood"
"3654","med","high","3","2","big","low","unacc"
"3655","high","med","3","more","big","med","acc"
"3656","med","low","5more","2","big","high","unacc"
"3657","low","low","4","4","med","high","unacc"
"3658","vhigh","high","4","4","small","low","unacc"
"3659","high","high","5more","2","med","med","unacc"
"3660","low","high","2","2","small","med","acc"
"3661","med","vhigh","2","4","big","low","unacc"
"3662","vhigh","med","5more","2","small","low","unacc"
"3663","med","vhigh","3","more","big","med","acc"
"3664","vhigh","med","4","2","big","high","unacc"
"3665","low","vhigh","4","4","big","med","acc"
"3666","vhigh","med","3","more","small","high","acc"
"3667","vhigh","vhigh","5more","2","med","med","unacc"
"3668","vhigh","vhigh","4","2","med","high","unacc"
"3669","high","vhigh","4","2","small","med","unacc"
"3670","med","low","4","2","big","low","unacc"
"3671","low","high","2","4","big","med","vgood"
"3672","low","high","5more","4","small","low","unacc"
"3673","med","med","5more","more","big","low","unacc"
"3674","vhigh","vhigh","5more","more","small","high","unacc"
"3675","med","high","5more","2","med","low","unacc"
"3676","vhigh","low","3","more","med","high","acc"
"3677","high","high","5more","2","small","med","unacc"
"3678","med","low","4","more","med","med","good"
"3679","med","med","4","4","big","high","vgood"
"3680","low","high","4","2","small","low","unacc"
"3681","vhigh","high","4","more","med","med","unacc"
"3682","high","med","4","more","big","med","acc"
"3683","high","low","4","more","med","low","unacc"
"3684","low","low","4","4","big","med","good"
"3685","low","low","3","4","big","high","vgood"
"3686","vhigh","low","3","2","small","med","unacc"
"3687","vhigh","vhigh","3","more","med","med","unacc"
"3688","vhigh","high","3","more","big","med","unacc"
"3689","high","med","2","2","small","med","unacc"
"3690","high","med","3","4","big","high","acc"
"3691","low","med","5more","more","small","med","unacc"
"3692","low","low","2","4","med","low","unacc"
"3693","vhigh","high","4","more","small","low","unacc"
"3694","low","vhigh","4","2","big","low","unacc"
"3695","vhigh","vhigh","2","2","med","high","unacc"
"3696","vhigh","high","3","2","big","med","unacc"
"3697","high","low","3","2","med","high","unacc"
"3698","high","high","4","4","med","high","acc"
"3699","vhigh","low","4","4","med","low","unacc"
"3700","med","med","2","2","small","med","unacc"
"3701","high","high","2","2","med","med","unacc"
"3702","low","med","3","more","med","low","unacc"
"3703","high","med","3","more","small","low","unacc"
"3704","high","high","4","more","med","low","unacc"
"3705","low","low","4","4","big","med","acc"
"3706","low","med","2","2","small","med","unacc"
"3707","low","vhigh","3","4","big","high","acc"
"3708","high","vhigh","3","2","big","low","unacc"
"3709","high","vhigh","3","4","med","med","unacc"
"3710","high","low","3","4","big","high","acc"
"3711","high","vhigh","2","2","small","low","unacc"
"3712","low","low","3","4","small","low","unacc"
"3713","med","low","5more","more","big","low","unacc"
"3714","low","vhigh","4","4","small","low","unacc"
"3715","vhigh","med","5more","2","med","low","unacc"
"3716","med","low","3","2","big","low","unacc"
"3717","low","high","5more","more","big","low","unacc"
"3718","med","vhigh","5more","4","small","med","unacc"
"3719","med","vhigh","4","4","med","med","acc"
"3720","low","med","2","4","big","high","vgood"
"3721","high","vhigh","2","2","big","med","unacc"
"3722","vhigh","vhigh","2","more","big","med","unacc"
"3723","med","vhigh","4","4","big","low","unacc"
"3724","low","low","4","4","med","high","unacc"
"3725","low","med","4","2","small","med","unacc"
"3726","high","med","4","4","med","high","acc"
"3727","med","med","2","4","med","med","acc"
"3728","high","high","4","4","small","low","unacc"
"3729","med","vhigh","2","4","med","low","unacc"
"3730","vhigh","high","5more","2","big","med","unacc"
"3731","med","vhigh","4","4","small","low","unacc"
"3732","low","vhigh","2","more","small","low","unacc"
"3733","high","vhigh","5more","more","med","med","unacc"
"3734","vhigh","med","2","2","big","med","unacc"
"3735","low","high","3","4","big","med","acc"
"3736","high","med","3","2","big","med","unacc"
"3737","vhigh","low","4","more","med","low","unacc"
"3738","low","low","4","more","small","low","unacc"
"3739","low","vhigh","2","more","small","med","acc"
"3740","low","med","3","4","med","low","unacc"
"3741","med","high","5more","more","small","med","unacc"
"3742","med","low","4","4","small","med","acc"
"3743","vhigh","vhigh","4","2","med","high","unacc"
"3744","high","low","4","more","big","low","unacc"
"3745","med","vhigh","3","more","small","med","unacc"
"3746","vhigh","low","5more","2","big","low","unacc"
"3747","low","med","2","2","big","high","unacc"
"3748","low","low","2","2","big","low","unacc"
"3749","high","med","4","2","med","med","unacc"
"3750","med","med","4","more","big","high","acc"
"3751","med","high","3","4","big","high","unacc"
"3752","high","vhigh","4","more","big","low","unacc"
"3753","low","low","2","2","small","low","unacc"
"3754","vhigh","med","2","4","big","high","acc"
"3755","vhigh","low","5more","2","big","high","unacc"
"3756","med","med","3","more","med","med","unacc"
"3757","med","med","3","4","big","high","acc"
"3758","vhigh","low","3","4","big","high","acc"
"3759","vhigh","vhigh","2","more","big","low","unacc"
"3760","low","med","2","4","small","high","acc"
"3761","high","high","5more","4","big","high","acc"
"3762","low","low","3","more","big","low","vgood"
"3763","high","med","5more","2","small","high","unacc"
"3764","high","med","5more","2","small","med","unacc"
"3765","med","low","5more","2","big","high","unacc"
"3766","vhigh","high","5more","2","big","med","unacc"
"3767","med","vhigh","4","4","big","high","acc"
"3768","vhigh","low","2","2","small","med","unacc"
"3769","med","vhigh","3","more","big","low","unacc"
"3770","vhigh","med","2","more","big","high","acc"
"3771","high","low","3","4","big","med","acc"
"3772","vhigh","high","3","more","big","med","unacc"
"3773","high","high","3","2","big","high","unacc"
"3774","high","vhigh","5more","2","small","med","unacc"
"3775","low","high","4","2","med","low","acc"
"3776","vhigh","high","3","4","med","high","unacc"
"3777","low","med","3","2","med","high","unacc"
"3778","high","med","3","more","big","med","acc"
"3779","med","vhigh","5more","4","med","low","unacc"
"3780","med","vhigh","2","4","med","low","unacc"
"3781","med","low","5more","more","big","med","good"
"3782","med","med","4","more","small","low","unacc"
"3783","med","vhigh","5more","2","med","high","unacc"
"3784","low","low","3","more","small","low","unacc"
"3785","high","low","2","2","big","low","unacc"
"3786","vhigh","low","3","more","small","high","acc"
"3787","high","vhigh","5more","2","med","med","unacc"
"3788","low","vhigh","4","4","med","low","unacc"
"3789","high","med","5more","2","big","high","unacc"
"3790","vhigh","high","5more","2","big","med","unacc"
"3791","high","low","4","2","med","med","unacc"
"3792","vhigh","vhigh","5more","4","big","med","unacc"
"3793","med","low","4","2","small","med","unacc"
"3794","vhigh","med","5more","2","small","low","unacc"
"3795","vhigh","vhigh","5more","4","small","low","unacc"
"3796","vhigh","vhigh","2","more","big","low","unacc"
"3797","med","high","3","4","small","high","acc"
"3798","vhigh","low","2","more","med","high","acc"
"3799","low","low","5more","4","med","high","vgood"
"3800","low","high","5more","4","small","low","unacc"
"3801","high","high","2","4","med","low","unacc"
"3802","high","med","2","4","small","high","acc"
"3803","med","high","4","more","med","high","acc"
"3804","high","vhigh","5more","2","med","med","unacc"
"3805","high","vhigh","2","4","big","low","unacc"
"3806","vhigh","med","3","more","med","med","unacc"
"3807","low","vhigh","3","more","big","med","acc"
"3808","high","med","3","more","med","high","acc"
"3809","med","low","5more","2","small","med","unacc"
"3810","high","low","3","2","small","low","unacc"
"3811","vhigh","med","5more","4","big","low","unacc"
"3812","high","med","4","more","small","high","acc"
"3813","vhigh","vhigh","4","2","small","high","unacc"
"3814","high","high","2","2","med","high","acc"
"3815","vhigh","med","5more","2","small","low","unacc"
"3816","vhigh","low","3","more","med","med","acc"
"3817","vhigh","vhigh","2","more","small","med","unacc"
"3818","med","low","3","4","small","low","unacc"
"3819","low","high","4","more","small","med","acc"
"3820","med","low","5more","more","small","med","acc"
"3821","med","vhigh","3","more","big","med","acc"
"3822","low","low","5more","2","big","low","unacc"
"3823","low","vhigh","5more","4","med","high","unacc"
"3824","high","high","3","4","med","med","acc"
"3825","high","high","3","2","small","med","unacc"
"3826","high","low","5more","2","med","high","unacc"
"3827","high","high","5more","2","med","low","unacc"
"3828","low","vhigh","2","more","small","med","acc"
"3829","med","vhigh","4","2","big","low","unacc"
"3830","low","high","3","2","med","low","unacc"
"3831","med","vhigh","4","4","med","med","acc"
"3832","vhigh","med","5more","more","big","high","acc"
"3833","low","high","4","2","big","low","unacc"
"3834","high","low","3","4","small","low","unacc"
"3835","low","low","3","4","big","low","unacc"
"3836","med","vhigh","2","2","big","med","unacc"
"3837","vhigh","vhigh","3","4","med","low","unacc"
"3838","vhigh","low","3","4","big","low","unacc"
"3839","low","med","5more","4","small","high","good"
"3840","vhigh","high","3","more","med","low","unacc"
"3841","high","low","2","2","med","high","unacc"
"3842","med","high","3","more","med","high","acc"
"3843","low","med","2","2","big","low","unacc"
"3844","med","vhigh","3","2","small","med","unacc"
"3845","med","vhigh","5more","more","small","high","unacc"
"3846","med","med","4","more","small","low","unacc"
"3847","high","low","5more","more","big","high","acc"
"3848","med","high","4","2","small","high","acc"
"3849","low","med","5more","2","med","med","unacc"
"3850","high","vhigh","5more","2","med","low","unacc"
"3851","med","vhigh","4","more","big","high","acc"
"3852","low","low","4","more","big","high","vgood"
"3853","vhigh","high","3","4","med","low","unacc"
"3854","high","vhigh","2","more","small","high","unacc"
"3855","med","med","5more","2","med","med","unacc"
"3856","low","high","4","more","med","low","acc"
"3857","high","low","3","more","small","low","unacc"
"3858","med","vhigh","4","2","big","med","unacc"
"3859","low","low","3","more","big","high","good"
"3860","low","vhigh","2","more","med","low","unacc"
"3861","low","vhigh","3","2","med","low","unacc"
"3862","high","med","5more","more","big","high","acc"
"3863","high","low","4","4","big","low","unacc"
"3864","vhigh","med","4","2","small","med","unacc"
"3865","low","vhigh","2","4","big","high","acc"
"3866","low","med","3","more","big","low","unacc"
"3867","med","med","5more","more","med","low","unacc"
"3868","low","high","2","2","big","med","vgood"
"3869","med","med","2","4","big","high","vgood"
"3870","med","vhigh","4","4","med","low","unacc"
"3871","vhigh","low","4","2","big","low","unacc"
"3872","high","high","5more","more","med","high","acc"
"3873","low","high","2","4","med","med","acc"
"3874","low","high","3","2","small","med","unacc"
"3875","high","vhigh","2","2","med","low","unacc"
"3876","low","vhigh","4","more","med","med","unacc"
